video_id,paths,w x h,frames,fps,caption_movi
video6480,video6480.mp4,320_240,288.0,24.0,a clip from a movie trailer with english subtitles
video1680,video1680.mp4,320_240,400.0,25.0,a clip from a movie is being shown
video336,video336.mp4,320_240,700.0,25.0,a child gives a judge a high five
video3248,video3248.mp4,320_240,360.0,29.97002997002997,a child is sightseeing on an air craft
video1136,video1136.mp4,320_240,330.0,30.0,a car is being showcased
video5968,video5968.mp4,320_240,330.0,30.0,a car is being painted
video2032,video2032.mp4,320_240,300.0,25.0,a red car is driving on the road
video4144,video4144.mp4,320_240,650.0,25.0,a bunch of people are doing a popular dance
video6128,video6128.mp4,320_240,300.0,30.0,a camera is panning around a door and two pillars
video4016,video4016.mp4,320_240,359.0,29.97002997002997,a cartoon character speaks to another
video5072,video5072.mp4,320_240,300.0,25.0,a cartoon character is swimming
video1296,video1296.mp4,320_240,240.0,23.976023976023978,a cartoon describing a workers strike
video5648,video5648.mp4,320_240,420.0,30.0,a cartoon depicting the relationship between peach and mario
video5712,video5712.mp4,320_240,450.0,29.97002997002997,a carpenter shows people how to do it
video2832,video2832.mp4,320_240,275.0,25.0,a car is revving up its engine
video560,video560.mp4,320_240,200.0,20.0,a car that is being sold
video496,video496.mp4,320_240,330.0,30.0,a cartoon about fighting
video528,video528.mp4,320_240,330.0,29.97002997002997,a cartoon animal show with characters singing a song
video5808,video5808.mp4,320_240,783.0,27.0,a crowd of people at a horse show
video6512,video6512.mp4,320_240,154.0,13.986013986013987,a couple kissing outside
video5552,video5552.mp4,320_240,288.0,23.976023976023978,a couple is sitting outside on steps
video5424,video5424.mp4,320_240,288.0,24.0,a female is demonstrating exercises
video6064,video6064.mp4,320_240,264.0,23.976023976023978,a female is fighting with a sword here
video5680,video5680.mp4,320_240,275.0,25.0,a father is speaking to his daughter
video208,video208.mp4,320_240,299.0,29.97002997002997,a demonstration on origami
video2192,video2192.mp4,320_240,450.0,30.0,a dark scene is going on
video2064,video2064.mp4,320_240,300.0,29.97002997002997,a doctor takes questions in a lecture
video1040,video1040.mp4,320_240,390.0,29.97002997002997,a clip of jimmy kimmel
video1648,video1648.mp4,320_240,60.0,6.0,a clip of someone giving instructions on how to obtain something
video4240,video4240.mp4,320_240,330.0,29.97002997002997,a clip of the pirates of the caribbean a disney movie
video752,video752.mp4,320_240,330.0,29.97002997002997,a clip of two young girls on the ellen show
video3696,video3696.mp4,320_240,275.0,25.0,a conductor conducting his orchestra
video6416,video6416.mp4,320_240,240.0,24.0,a computer animation is showing an ad for subscription
video4560,video4560.mp4,320_240,624.0,23.976023976023978,a comedian is on a stage telling jokes
video3792,video3792.mp4,320_240,450.0,29.97002997002997,a comedian is telling jokes on stage
video1360,video1360.mp4,320_240,275.0,25.0,a comedian is telling a joke on stage
video624,video624.mp4,320_240,525.0,25.0,a man in red is taking a dummy from a field
video2608,video2608.mp4,320_240,288.0,24.0,two men playing ping pong there is a crowd watching to the left
video1776,video1776.mp4,320_240,384.0,24.0,video game characters going to war with a blonde hair muscular character
video3088,video3088.mp4,320_240,700.0,25.0,in a room a man in white shirt walking away on a woman
video1168,video1168.mp4,320_240,325.0,25.0,two womens are appears with attractive white dress for marriage
video2704,video2704.mp4,320_240,725.0,25.0,a small black dog walks along a path a woman speaks about two women who are collection scrap
video1872,video1872.mp4,320_240,360.0,29.97,a man in a white tee shirt wearing a backpack walks through a rock filled creek
video1392,video1392.mp4,320_240,288.0,23.976023976023978,a lady is putting marinated shrimps in a pan with oil for cooking
video3568,video3568.mp4,320_240,450.0,29.97002997002997,a woman inside the store is smiling to someone
video4624,video4624.mp4,320_240,275.0,25.0,there is a man playing table tennis with tricks
video4848,video4848.mp4,320_240,300.0,29.97002997002997,a women hides behind a man in a scary situation
video6320,video6320.mp4,320_240,570.0,29.97002997002997,a man with suit reading top news of the day
video5328,video5328.mp4,320_240,600.0,29.97002997002997,there is a man is making a new food
video3504,video3504.mp4,320_240,300.0,25.0,there is a man in red is serving food
video1584,video1584.mp4,320_240,264.0,23.976023976023978,there is a man is talking about a new recipe
video3760,video3760.mp4,320_240,450.0,30.0,in a football ground players are trying to put a goal
video6160,video6160.mp4,320_240,240.0,10.0,all chefs are preparing food items in a hotel
video6256,video6256.mp4,320_240,300.0,29.97002997002997,a race car driver is going down the straight a way at almost 200 mph
video6224,video6224.mp4,320_240,350.0,25.0,a man cooking absinthe kitchen
video6384,video6384.mp4,320_240,630.0,30.0,the man driving the car very fast in the hill station road and more cars are passing in
video944,video944.mp4,320_240,330.0,29.97002997002997,a reporter on a television news station talks about donald trump s campaign
video5104,video5104.mp4,320_240,450.0,29.97002997002997,a map with a boat harbor includes power relays
video16,video16.mp4,320_240,630.0,30.0,computer screen with a instructor showing how to use software
video912,video912.mp4,320_240,300.0,29.97002997002997,britney spears wears black leather clothing and comes out of opening elevator doors
video112,video112.mp4,320_240,336.0,23.976023976023978,a man in blue over enjoying coat is skying downside
video2928,video2928.mp4,320_240,480.0,29.97002997002997,a person is showing a curd in a glass
video4816,video4816.mp4,320_240,240.0,23.976023976023978,a man with black t shirt riding the bike with full speed
video4944,video4944.mp4,320_240,750.0,30.0,on an msnbc news program presidential candidate donald trump defends his decision to import workers to palm beach
video2800,video2800.mp4,320_240,450.0,29.97002997002997,a man holds a machine gun reloads and shoots other players in an abandoned building
video1552,video1552.mp4,320_240,360.0,29.97002997002997,a male applying make up to another male as he s receiving his make up he asks how
video656,video656.mp4,320_240,450.0,25.0,many number of people participating in a horse ride competition in a plain ground
video816,video816.mp4,320_240,576.0,23.976023976023978,two chefs teach a third woman to chop onions and chilies properly
video3344,video3344.mp4,320_240,360.0,29.97002997002997,in a white bowl there is some meat and the instructor is mixing in salt and pepper
video4464,video4464.mp4,320_240,250.0,25.0,a women with red dress doing exercise on the floor
video3120,video3120.mp4,320_240,500.0,25.0,a man in black dress is saying something about table tennis game
video5040,video5040.mp4,320_240,360.0,29.97002997002997,a man with an artificial leg runs near a lake then two children run up a hill
video5936,video5936.mp4,320_240,375.0,25.0,a safety wall near railway track painted by some advertisement and also movie
video1104,video1104.mp4,320_240,696.0,23.976023976023978,a man siting beside a globe wearing glasses and taking stuff
video4656,video4656.mp4,320_240,420.0,29.97002997002997,an entertainment commentator discusses adam sandler s people s choice award
video4912,video4912.mp4,320_240,360.0,30.0,a woman is talking about training horses and the importance of remembering how difficult it is on them
video400,video400.mp4,320_240,420.0,29.97002997002997,a boy band is signing about keeping his heart strong
video1488,video1488.mp4,320_240,330.0,30.0,a master chef cooking in a star hotel and preparing food in which he is placing a red
video2544,video2544.mp4,320_240,325.0,25.0,in a room a man in a white shirt sleeping on a resting chair whiles a girl walked
video1712,video1712.mp4,320_240,288.0,23.976023976023978,there is someone talking about a important system
video80,video80.mp4,320_240,480.0,29.97002997002997,a video explaining how to make glow sticks and the science behind
video1456,video1456.mp4,320_240,408.0,23.976023976023978,a woman in a checkered shirt is in a kitchen crisping chicken
video6192,video6192.mp4,320_240,700.0,25.0,a kid playing on the bed and someone checking his diapers
video1904,video1904.mp4,320_240,360.0,29.97002997002997,on bloomberg news they are discussing if blackberry is turning around business again
video464,video464.mp4,320_240,510.0,29.97002997002997,a doctor wearing green scrubs and a stethoscope around his neck is followed by a medical student in
video2480,video2480.mp4,320_240,672.0,24.0,people look through the window of a sky lift at mountainsides and canyons
video1328,video1328.mp4,320_240,725.0,25.0,a man talks about how to serve the ball in the game of tennis
video4048,video4048.mp4,320_240,264.0,24.0,a woman with brown hair is giving food to her baby
video5520,video5520.mp4,320_240,450.0,29.97002997002997,a baseball player runs towards outfield to catch a ball but runs into the wall
video2416,video2416.mp4,320_240,570.0,30.0,a brown and white horse eats from a blue bucket while a woman puts on his rain blanket
video3728,video3728.mp4,320_240,528.0,23.976023976023978,a woman showcasing her dress on a busy street
video2224,video2224.mp4,320_240,840.0,29.97002997002997,a woman takes a hairbrush and grooms her pet white horse
video6096,video6096.mp4,320_240,360.0,23.976023976023978,a woman and a man being tied up by a person in a mask
video6000,video6000.mp4,320_240,630.0,29.97002997002997,bill o rally wears a striped shirt and blue tie and discusses islamic terrorists
video3056,video3056.mp4,320_240,300.0,25.0,security footage in a print shop or in an internet cafe
video5296,video5296.mp4,320_240,240.0,24.0,a man talking about a spider and their web
video4304,video4304.mp4,320_240,420.0,29.97002997002997,a man holding a gun and shooting to the car on the road
video4176,video4176.mp4,320_240,690.0,29.97002997002997,a group of people jumping into a tub of ice
video240,video240.mp4,320_240,450.0,30.0,blonde hair lady interviewing man wearing gray suit clean shaved blonde hair lady asked question about apple tv
video3312,video3312.mp4,320_240,264.0,23.976023976023978,leonardo decaprio travels across the icy environment looking for vengeance
video6736,video6736.mp4,320_240,330.0,29.97002997002997,a bmw car is shown first and then two other different brand cars are shown
video6992,video6992.mp4,320_240,264.0,23.976023976023978,a band performing on stage for an audience
video6896,video6896.mp4,320_240,300.0,25.0,a blender mixes up a gross looking dessert
video6832,video6832.mp4,320_240,360.0,29.97002997002997,a group of men cheering in the streets during a news cast
video6672,video6672.mp4,320_240,550.0,25.0,a man freezing something
video6608,video6608.mp4,320_240,360.0,23.976023976023978,a man interviewing people on the streets
video6768,video6768.mp4,320_240,264.0,24.0,a man walks down some stairs and talks sarcastically to someone
video6928,video6928.mp4,320_240,390.0,29.97002997002997,a female news anchor discussing politics
video6640,video6640.mp4,320_240,449.0,29.916666666666668,a cat is laying on the floor
video6864,video6864.mp4,320_240,325.0,25.0,a clip from a movie is playing
video6960,video6960.mp4,320_240,510.0,30.0,a bunch of men run down the track
video6544,video6544.mp4,320_240,330.0,30.0,a drama on the stage show
video6704,video6704.mp4,320_240,420.0,29.97002997002997,the small boy wearing the blue color super man dress and playing
video6800,video6800.mp4,320_240,720.0,29.97002997002997,there is a woman is talking about a product
video6576,video6576.mp4,320_240,300.0,30.0,there is a black suit man talking about someone
video177,video177.mp4,320_240,330.0,29.97002997002997,a guy flexing his arms
video1361,video1361.mp4,320_240,312.0,23.976023976023978,3d animation singing children s song
video977,video977.mp4,320_240,350.0,25.0,3d animated characters prepare surprise for friend
video945,video945.mp4,320_240,288.0,23.976023976023978,2 men are in a wrestling match
video6257,video6257.mp4,320_240,275.0,25.0,a animal is eating
video625,video625.mp4,320_240,330.0,30.0,a advertisement for angry birds is being shown
video5457,video5457.mp4,320_240,325.0,25.0,a amn is giving details about a car
video4049,video4049.mp4,320_240,329.0,29.97002997002997,a animated scene is going on
video5905,video5905.mp4,320_240,480.0,24.0,a animation asking user to comment like and subscribe
video4881,video4881.mp4,320_240,420.0,30.0,a blue flame continues to burn in the rain
video3825,video3825.mp4,320_240,275.0,25.0,a boy and a man are having a conversation
video3217,video3217.mp4,320_240,275.0,25.0,a boy sings into a microphone on a stage
video3505,video3505.mp4,320_240,720.0,30.0,a boy makes advances on a girl in the car
video4529,video4529.mp4,320_240,419.0,29.97002997002997,a blue ceramic flower is filled with yellow paint
video5009,video5009.mp4,320_240,90.0,6.0,a boy is voicing over a stop motion video of loge men
video6321,video6321.mp4,320_240,300.0,25.0,a boy is selected in a singing competition
video1713,video1713.mp4,320_240,300.0,25.0,a blue car riding down a street
video1329,video1329.mp4,320_240,360.0,29.97002997002997,a basketball assist leads to a slam dunk
video2161,video2161.mp4,320_240,450.0,29.97002997002997,a basket ball game between the lakes and the heat
video3921,video3921.mp4,320_240,330.0,29.97002997002997,a barbie doll talking
video4337,video4337.mp4,320_240,300.0,29.97002997002997,a basketball player is missing a shot
video4177,video4177.mp4,320_240,450.0,29.97002997002997,a basketball game is occurring
video4561,video4561.mp4,320_240,390.0,29.97002997002997,a basketball player does a slam dunk
video2673,video2673.mp4,320_240,275.0,25.0,a band performing a song
video753,video753.mp4,320_240,300.0,25.0,a band poses for a picture outside
video3089,video3089.mp4,320_240,302.0,27.416666666666668,a band is playing on stage
video5553,video5553.mp4,320_240,240.0,23.976023976023978,a black guy singing in a music video
video689,video689.mp4,320_240,325.0,25.0,a bearded man discusses a lack of society
video3665,video3665.mp4,320_240,359.0,29.97002997002997,a beautiful cat sitting on the couch
video4145,video4145.mp4,320_240,360.0,23.976023976023978,a greyish colored cat laying on his right side
video4593,video4593.mp4,320_240,480.0,29.97002997002997,a grey haired woman is interviewed by a man
video305,video305.mp4,320_240,300.0,25.0,a group of kittens and their mom are playing
video145,video145.mp4,320_240,234.0,18.0,a girl is touching baby chair
video2993,video2993.mp4,320_240,432.0,23.976023976023978,a girl turns on a stove and begins cooking
video6065,video6065.mp4,320_240,675.0,25.0,a girl tells people what she dreamed of being as a child
video849,video849.mp4,320_240,260.0,20.0,a government panel or symposium in an arabic country people seated in the audience in traditional islamic garb
video721,video721.mp4,320_240,300.0,29.97002997002997,a guy is explaining something about computers
video2225,video2225.mp4,320_240,350.0,25.0,a guy is giving a tutorial on how to use a computer
video1521,video1521.mp4,320_240,450.0,29.97002997002997,a guy performs on the voice
video497,video497.mp4,320_240,330.0,29.97002997002997,a guy plays with an origami
video4849,video4849.mp4,320_240,539.0,29.97002997002997,a guy showing how to light a grill
video3537,video3537.mp4,320_240,264.0,24.0,a guy is using his phone
video1809,video1809.mp4,320_240,360.0,29.97002997002997,a guy is giving instructions for a game
video4113,video4113.mp4,320_240,300.0,29.97002997002997,a guy is playing the game minecraft
video2417,video2417.mp4,320_240,330.0,29.97002997002997,a group of people are discussing something
video4753,video4753.mp4,320_240,420.0,29.97002997002997,a group of people sing at a church
video273,video273.mp4,320_240,570.0,29.97002997002997,a group of people walking down the street
video3153,video3153.mp4,320_240,330.0,29.97002997002997,a front view of a motorcycle riding fast on the road
video1073,video1073.mp4,320_240,420.0,29.97002997002997,a funny clip of ellen tv show
video2929,video2929.mp4,320_240,570.0,30.0,a game show host is revealing an answer
video6481,video6481.mp4,320_240,390.0,29.97002997002997,a fight scene from a video game
video1425,video1425.mp4,320_240,300.0,29.97002997002997,a girl is doing a play through of a video game
video2065,video2065.mp4,320_240,275.0,25.0,a girl is reading a book
video1681,video1681.mp4,320_240,360.0,29.97002997002997,a girl is playing with dolls
video209,video209.mp4,320_240,360.0,29.97002997002997,a girl begins her tutorial on making glitter shoes
video2769,video2769.mp4,320_240,288.0,23.976023976023978,a girl and a guy are doing a sketch on a beach
video2577,video2577.mp4,320_240,630.0,29.97002997002997,a girl dances in a field
video3793,video3793.mp4,320_240,450.0,29.97002997002997,a man is on the cover
video529,video529.mp4,320_240,264.0,23.976023976023978,a man is excited on a white couch
video2385,video2385.mp4,320_240,250.0,25.0,a man is doing warm up among others
video241,video241.mp4,320_240,360.0,30.0,a man is playing a fighting video game
video5073,video5073.mp4,320_240,275.0,25.0,a man is playing the guitar and singing outside
video6353,video6353.mp4,320_240,330.0,29.97002997002997,a man is grinding a metal bar
video3633,video3633.mp4,320_240,690.0,29.97,a man falls out of a wrestling ring and loses
video5745,video5745.mp4,320_240,288.0,23.976023976023978,a man is discussing seriously with his friend
video5169,video5169.mp4,320_240,600.0,29.97002997002997,a man in white shirt talking with a man in t shirt
video1265,video1265.mp4,320_240,600.0,29.97002997002997,a person is cooking food in a pan
video4817,video4817.mp4,320_240,264.0,23.976023976023978,a video about vegetables recipes
video5937,video5937.mp4,320_240,552.0,24.0,a video of a woman talking about the cure for hiccups
video1457,video1457.mp4,320_240,450.0,29.97002997002997,a man speaks to a tv show host for an interview
video49,video49.mp4,320_240,275.0,25.0,a man scores a goal in soccer
video3377,video3377.mp4,320_240,330.0,30.0,a man is talking to his students
video5361,video5361.mp4,320_240,630.0,29.97002997002997,a man is wrestling
video817,video817.mp4,320_240,660.0,29.97002997002997,a little machine that dispenses a drink
video593,video593.mp4,320_240,540.0,29.97002997002997,a guy stirs shredded potatoes in a pan
video4241,video4241.mp4,320_240,390.0,29.97002997002997,a guy sits on a stool and talks to the camera
video4625,video4625.mp4,320_240,630.0,29.97002997002997,a man describes the images of the eclipse of a super moon then a bible verse is shown
video3121,video3121.mp4,320_240,300.0,29.97002997002997,a man explains how he is playing a pokemon game
video1617,video1617.mp4,320_240,450.0,25.0,a man drinking from a glass
video3057,video3057.mp4,320_240,725.0,25.0,a man assembling a piece of machinery
video4785,video4785.mp4,320_240,360.0,29.97002997002997,a man accidentally curses on tv
video785,video785.mp4,320_240,570.0,29.97002997002997,a man sis giving a speech on stage
video1649,video1649.mp4,320_240,264.0,23.976023976023978,a man and a woman are kissing and singing
video2001,video2001.mp4,320_240,570.0,29.97002997002997,a man being interviewed
video5809,video5809.mp4,320_240,420.0,30.0,a man breaks down a political ideology
video3025,video3025.mp4,320_240,600.0,30.0,a character from one piece jumps in a game
video6097,video6097.mp4,320_240,264.0,23.976023976023978,a celebrity is being interviewed
video2129,video2129.mp4,320_240,420.0,30.0,a chef is cooking meat in a pan
video5105,video5105.mp4,320_240,330.0,29.97002997002997,a chef is busy here in a restaurant
video2033,video2033.mp4,320_240,300.0,25.0,a cheetah plays while men talk
video1489,video1489.mp4,320_240,456.0,23.976023976023978,a casserole is displayed
video3729,video3729.mp4,320_240,510.0,30.0,a cartoon play for children
video5521,video5521.mp4,320_240,350.0,25.0,a cartoon showing a white chicken laughing at three colorful birds in a nest
video1105,video1105.mp4,320_240,330.0,29.97002997002997,a clay godzilla fights a clay king gonk
video5681,video5681.mp4,320_240,570.0,29.97002997002997,a child walking with attitude and performing a slight dance
video4305,video4305.mp4,320_240,250.0,25.0,a clip from a movie is playing
video2257,video2257.mp4,320_240,420.0,30.0,a child swims on the beach
video1041,video1041.mp4,320_240,510.0,29.97002997002997,a child sitting outside next to a pool
video5393,video5393.mp4,320_240,330.0,29.97002997002997,a child is standing on stage ready to give a singing performance
video369,video369.mp4,320_240,250.0,25.0,a child is using a tablet in a library
video881,video881.mp4,320_240,300.0,25.0,a car is being rotated for people to see
video2545,video2545.mp4,320_240,390.0,29.97002997002997,a car flips in the air after a crash
video3761,video3761.mp4,320_240,200.0,20.0,a car is being displayed with safety features
video6033,video6033.mp4,320_240,300.0,29.97002997002997,a bunch of military are in a plane
video1969,video1969.mp4,320_240,300.0,30.0,a cartoon character jumps from platform to platform
video3281,video3281.mp4,320_240,360.0,30.0,a cartoon character talking to a person working at a cash register
video6129,video6129.mp4,320_240,570.0,29.97002997002997,a cartoon dog or fox is drawn
video2193,video2193.mp4,320_240,358.0,29.833333333333332,a cartoon dog is saying he can t sleep
video5329,video5329.mp4,320_240,360.0,24.0,a cartoon animations shows a building being drawn
video5425,video5425.mp4,320_240,552.0,23.976023976023978,a cartoon animation of a taco bus
video1009,video1009.mp4,320_240,450.0,30.0,a crowd is standing in a line a woman is talking to a crowd
video1585,video1585.mp4,320_240,450.0,29.97002997002997,a crowd cheering while watching a football game
video3601,video3601.mp4,320_240,264.0,23.976023976023978,a country singer performs on stage
video4465,video4465.mp4,320_240,329.0,29.97002997002997,a conversation between friends
video4017,video4017.mp4,320_240,275.0,25.0,a cook mashes a potato
video5041,video5041.mp4,320_240,250.0,25.0,a face of man covered by shaving cream
video3857,video3857.mp4,320_240,312.0,23.976023976023978,a dramatic scene is shown
video1169,video1169.mp4,320_240,330.0,29.97002997002997,a dog attacks the lawn sprinkler
video4497,video4497.mp4,320_240,360.0,29.97002997002997,a discussion between three men
video1905,video1905.mp4,320_240,360.0,29.97002997002997,a clip of groundhog day and south park
video1393,video1393.mp4,320_240,400.0,25.0,a clip of soldiers in full uniform cuts to a pair of speakers engaging in a conversation about
video4977,video4977.mp4,320_240,240.0,23.976023976023978,a clip of english film
video2513,video2513.mp4,320_240,419.0,29.97002997002997,a clip from gordon ramsey s show hell s kitchen
video1841,video1841.mp4,320_240,300.0,25.0,a clip from auditions for a reality talent show
video5617,video5617.mp4,320_240,375.0,25.0,a clip from teen titans where they taste food raven has made
video401,video401.mp4,320_240,576.0,23.976023976023978,a clip from a tv show
video5265,video5265.mp4,320_240,330.0,30.0,a clip from a video game
video6225,video6225.mp4,320_240,420.0,30.0,a clip of a track meet
video5201,video5201.mp4,320_240,299.0,29.97002997002997,a clip from tv
video5137,video5137.mp4,320_240,390.0,29.97002997002997,a commercial about a woman bragging about her animal
video6417,video6417.mp4,320_240,264.0,24.0,a construction worker is running down the stairs
video2609,video2609.mp4,320_240,390.0,29.97002997002997,a computer is being displayed
video1137,video1137.mp4,320_240,250.0,25.0,a close up of a wart on somebodies foot
video4913,video4913.mp4,320_240,240.0,23.976023976023978,a comical clip showcasing men and women getting ready to kiss each other
video6449,video6449.mp4,320_240,264.0,24.0,a comedian is doing her material
video337,video337.mp4,320_240,330.0,29.97002997002997,a combat between a man and woman
video4369,video4369.mp4,320_240,450.0,30.0,a colorful disco ball and boxes
video5649,video5649.mp4,320_240,780.0,29.97002997002997,a person with a british accent is playing with plastic horse toys in the grass
video2641,video2641.mp4,320_240,690.0,30.0,song ball is displayed then a disney princess is talking followed by few other cartoon characters
video3889,video3889.mp4,320_240,780.0,30.0,a man in a checkered blue button up shirt is driving his car and speaking about wrestling and
video6001,video6001.mp4,320_240,570.0,29.97002997002997,there are lot of vehicles moving through the city in night
video2289,video2289.mp4,320_240,300.0,29.97002997002997,three men sit on a porch and stand to sit in chairs
video3473,video3473.mp4,320_240,390.0,29.97002997002997,there is a woman is singing a new and trendy song
video2865,video2865.mp4,320_240,450.0,30.0,there are some people playing football in the stadium
video4401,video4401.mp4,320_240,456.0,23.976023976023978,its a animated video about the marriage and happiness
video4081,video4081.mp4,320_240,275.0,25.0,a man browses for bright orange life jackets
video5969,video5969.mp4,320_240,810.0,29.97002997002997,a woman telling her dogs to stay away from the baby
video1297,video1297.mp4,320_240,300.0,29.97002997002997,eminem wears a knit cap and raps in a rap battle
video5233,video5233.mp4,320_240,475.0,25.0,a man with an australian on a news show smoking a cigarette
video5873,video5873.mp4,320_240,570.0,30.0,there are some bugs walking in to the land
video2481,video2481.mp4,320_240,420.0,29.97002997002997,guests giving awards and flowers to the winning people
video4273,video4273.mp4,320_240,330.0,29.97002997002997,two people with blue shirts are practicing game of tennis
video1553,video1553.mp4,320_240,360.0,29.97002997002997,the modeling girl wearing grey color dress and sing the wonderful song
video2449,video2449.mp4,320_240,250.0,25.0,a young woman is seen in many various shots in different points of the city
video657,video657.mp4,320_240,780.0,29.97002997002997,a woman in a pink and white top is talking on screen
video3569,video3569.mp4,320_240,725.0,25.0,a women is applying cream to her face
video17,video17.mp4,320_240,300.0,25.0,a large building with people walking around
video4209,video4209.mp4,320_240,780.0,29.97002997002997,a man white a white shirt is in a garage talking
video2801,video2801.mp4,320_240,408.0,23.976023976023978,the modeling girl wearing black dress and sing the wonderful song
video2705,video2705.mp4,320_240,600.0,29.97002997002997,man in blue over coat is talking to the other person
video5841,video5841.mp4,320_240,675.0,25.0,a man with white t shirt explaining some topic in front of the camera
video5297,video5297.mp4,320_240,870.0,29.97002997002997,three men are seated and having a conversation a bird flies in between fire a biker rides through
video4721,video4721.mp4,320_240,250.0,25.0,ingredients for preparing food are kept in a table
video2737,video2737.mp4,320_240,570.0,30.0,a men is washing a volkwagen car with pressure pump
video81,video81.mp4,320_240,480.0,29.97002997002997,the man in the grey color dress wearing cap talking about one incident
video2961,video2961.mp4,320_240,540.0,29.97002997002997,in the water a eight ton fish like creature is swimming
video3313,video3313.mp4,320_240,750.0,29.97002997002997,ice mountain and water flows shown in this video
video3345,video3345.mp4,320_240,810.0,29.97,a man in a blue shirt stands in front of a bank of televisions and talks about republican
video2353,video2353.mp4,320_240,360.0,23.976023976023978,a man is romantically involved with a women and is making love to her
video3249,video3249.mp4,320_240,350.0,25.0,a man with black t shirt preparing some dishes in his kitchen
video6385,video6385.mp4,320_240,450.0,29.97002997002997,morgan freeman wears a suit and bow tie and walks down a hall
video4433,video4433.mp4,320_240,300.0,29.97002997002997,a young horse runs back and forth across a large field filled with horses
video3441,video3441.mp4,320_240,360.0,23.976023976023978,a young man with t shirt talking in front of the camera
video3985,video3985.mp4,320_240,336.0,23.976023976023978,a beyonce music video with her and her dancers in roman type costumes and large columns in the
video465,video465.mp4,320_240,780.0,30.0,a man talking about construction of a kitchen cabinet
video2897,video2897.mp4,320_240,300.0,15.0,there is a man talking about animators survival kit
video113,video113.mp4,320_240,660.0,29.97002997002997,the woman in black dress interview with two man with blazers talk about the congress accomplishments
video3185,video3185.mp4,320_240,450.0,29.97002997002997,a woman in a purple bikini walks down a beautiful beach
video6161,video6161.mp4,320_240,450.0,30.0,a person explaining a concept in a show
video2321,video2321.mp4,320_240,400.0,25.0,gameplay advertisement footage of a not so well known platformer style fighting video game with an unknown title
video3409,video3409.mp4,320_240,288.0,23.976023976023978,a young in brown color suit explaining some matter in front of the camera
video433,video433.mp4,320_240,330.0,29.97002997002997,a t shirt man is making a chicken dish
video2833,video2833.mp4,320_240,810.0,30.0,a yellow color car driving down the street in speed and a man talking about cars
video1873,video1873.mp4,320_240,720.0,29.97002997002997,a dog is tromping through a stream and searching for fish
video4689,video4689.mp4,320_240,300.0,29.97002997002997,there is a women practicing at a volley ball court
video5713,video5713.mp4,320_240,360.0,29.97002997002997,a k pop band sings and dances on state while fans scream
video1201,video1201.mp4,320_240,750.0,29.97002997002997,nebulous clouds appear in outer space while a man talks about telepathy and alien life
video3953,video3953.mp4,320_240,720.0,30.0,a man in american revolutionary style clothing stands in front of an oil painting and reads
video1777,video1777.mp4,320_240,660.0,29.97002997002997,a person is preparing a food on a white plate
video2097,video2097.mp4,320_240,420.0,29.97002997002997,ted cruz speaks with a white haired man during the presidential debate
video1233,video1233.mp4,320_240,390.0,29.97002997002997,there is a woman talking about a important matter
video561,video561.mp4,320_240,540.0,29.97002997002997,a brown python snake sits on a red rock while a narrator speaks about boys killed by this
video1937,video1937.mp4,320_240,240.0,23.976023976023978,a movie clip showing an ancient historical site
video5585,video5585.mp4,320_240,480.0,30.0,president obama speaks into a microphone about the terrorist attack in pairs
video5777,video5777.mp4,320_240,360.0,29.97002997002997,the man in blue blazer and tie talking about the ebola disease and the diagnose process
video913,video913.mp4,320_240,250.0,25.0,a person wearing a t shirt is speaking
video6193,video6193.mp4,320_240,504.0,23.976023976023978,a male speaker discusses the mission of the working scientists behind him
video4945,video4945.mp4,320_240,330.0,29.97002997002997,a video of a person skiing down a snowing path filled with trees and shrubs
video4657,video4657.mp4,320_240,250.0,25.0,a woman in a blue blazer stands in front of a city skyline
video1745,video1745.mp4,320_240,360.0,29.97002997002997,in a dark building area a lot of big rocks
video3697,video3697.mp4,320_240,300.0,29.97002997002997,a model is on a sparkly purple walk way and she has on a white bikini that has
video5489,video5489.mp4,320_240,400.0,25.0,a person in the farm field discussing about biotechnology and the need to have a bio safety law
video6289,video6289.mp4,320_240,390.0,29.97002997002997,there is a beautiful place having mountains and rivers
video6577,video6577.mp4,320_240,900.0,30.0,a girl in a chair sings and plays the piano for the camera
video6673,video6673.mp4,320_240,275.0,25.0,a general is yelling in anger at his troops
video6993,video6993.mp4,320_240,510.0,29.97002997002997,a cartoon kill the another one
video6513,video6513.mp4,320_240,300.0,29.97002997002997,a family is having conversation
video6609,video6609.mp4,320_240,329.0,29.97002997002997,a clip from the family feud
video6833,video6833.mp4,320_240,390.0,30.0,a compilation of different sports plays
video6737,video6737.mp4,320_240,360.0,30.0,a computerized description of a robotic technology
video6897,video6897.mp4,320_240,330.0,30.0,a contestant on the voice is performing
video6865,video6865.mp4,320_240,570.0,29.97002997002997,there are some hot ladies posing in different styles
video6641,video6641.mp4,320_240,250.0,25.0,there is a woman is serving a dish on the table
video6961,video6961.mp4,320_240,540.0,29.97002997002997,the it program coordinator wearing blue t shirt and talking about the program
video6769,video6769.mp4,320_240,350.0,25.0,couple are madly in love with each other here
video6545,video6545.mp4,320_240,690.0,30.0,a man pours yellow broth into a metal pot and turns up the heat on the stove
video6705,video6705.mp4,320_240,336.0,23.976023976023978,the woman in black dress take the two dogs with her and go for walking
